x,y
9.990453285577551412e+00,7.888888886405717358e+02
2.900777726571295734e+00,7.435931725997021680e+00
4.940039310669803285e+00,1.089241286892811189e+02
4.414747723002667712e+00,3.002604735264857538e+01
6.995653487495532730e+00,2.767273089630861023e+02
8.342801277845129704e+00,4.851924348050940807e+02
8.584739981983886992e+00,5.370687932485078591e+02
1.371371726932575918e-01,4.155801710702839102e+00
9.374837752604531005e+00,5.665383843570998579e+02
9.688450933174006963e+00,7.103591175366188963e+02
2.809819103759206183e+00,1.092510613990747359e+01
7.787284174398507730e+00,4.823827860428856411e+02
2.424203422650823114e+00,4.109047279474272507e+00
2.371397937732856676e+00,1.340286853464141892e+00
2.549710147874765021e+00,7.869052057694458924e+00
1.297626898429026898e+00,2.586250174033399851e+00
5.436977227217744790e+00,9.384490420183482229e+01
3.295573461777844493e+00,1.395194508735318273e+01
6.528897068468332066e+00,1.754680843951304610e+02
6.325820916686234474e-01,3.234649391253856088e+00
7.019000102788530704e+00,2.672855227454636520e+02
7.977605444959335657e+00,3.438759749768157690e+02
1.883796718929086733e+00,3.905049179189882813e-01
9.550593157642126130e+00,8.313714710390097480e+02
6.729794597965844893e+00,1.945285995808874588e+02
5.712389626050534019e+00,1.481888123040189953e+02
8.576976149204464051e+00,5.468806308232364017e+02
1.307603322029489812e+00,2.518504451063699467e-01
7.829103714664825908e+00,4.772806058995533363e+02
1.813606333262433257e+00,5.451153937774606550e-01
2.731405541110332180e-01,4.853647898387249526e+00
3.330943555090345454e-01,3.123070417468746918e+00
2.997088002399617146e+00,1.176467686524405210e+01
7.789954714785261025e+00,3.227269085220422653e+02
9.012671034242819346e+00,5.751677370293938338e+02
6.413564769919004149e+00,1.721741905010888729e+02
2.505572714554357372e+00,8.773173896688945206e+00
2.287481970931926067e+00,1.700902214624939734e+00
7.687671446749032356e+00,3.247019925401392015e+02
4.935493258817025719e+00,7.312249464407511823e+01
4.532709518834592721e+00,5.242927083921403408e+01
9.361744933623819875e+00,6.733394592032843775e+02
4.411757247712430718e+00,8.126726773879722998e+01
6.563058132100732855e+00,2.172011067362318499e+02
6.287497253538117725e+00,1.743504271813421269e+02
4.150006914951037906e+00,5.336397707425561521e+01
8.829376767512076896e+00,5.581766141525596368e+02
7.944096062409796488e+00,4.136186990673806463e+02
1.215672518138915636e+00,6.807404643848260495e-01
6.550482579084278001e+00,1.891289875002982512e+02
3.152813490055607737e+00,9.010938485399638154e+00
3.658684788076758565e+00,1.734481116852031946e+01
9.837753556092723173e+00,8.424862785639716094e+02
3.822756900344478126e+00,3.570624164151577418e+01
3.961979313978322814e+00,3.451257970281960041e+01
8.541654449144550298e+00,4.601682742617591657e+02
9.116152552222475336e+00,7.173367266094192018e+02
7.139130551206203990e+00,2.953838115114901370e+02
8.006932148950889783e+00,4.266617682913446288e+02
9.010979213066034887e+00,5.365137826718183760e+02
8.487294551731153547e+00,4.986339226754885772e+02
7.829360315435541118e+00,4.413024529198253845e+02
1.014413503616760615e+01,8.336334186174515253e+02
3.552049792298811681e+00,2.324062543313252149e+01
2.939900422753241482e+00,2.796094888790579880e+00
3.709478982339358688e-01,4.145818258472187878e+00
2.590812752272995567e+00,6.119219773688129749e+00
4.314890213408495434e+00,4.476047770567355144e+01
1.051021546564090858e+00,2.133740870799510247e+00
3.426195113861436603e+00,1.643348206838830450e+01
2.952872258359396707e+00,1.094979933332336941e+01
2.964067123488980382e+00,1.001521144408167352e+01
3.868120532868932315e+00,2.046039288927423883e+01
9.102156342117210253e-01,-8.536649202107454704e-02
6.676678143571071367e+00,2.791513831354348554e+02
8.506293128882326471e+00,5.440764846491638309e+02
1.541566627083339691e+00,8.739956983127817880e-01
4.650281128081295012e-01,-2.574245649681905501e-02
1.849799136647201525e+00,5.920255346430073340e-01
9.374353994657528943e+00,6.513199598701208970e+02
3.587111556756103159e+00,4.114441674822471384e+01
6.625217726049085876e+00,2.119877084205901951e+02
6.426254730754071609e+00,1.831070229974156973e+02
8.994494222245711157e+00,6.271425700722468264e+02
4.455969701933491400e+00,6.674193783131319435e+01
8.665438058820173595e+00,6.185147711734869063e+02
2.737779104304522093e+00,6.316415231645351902e+00
9.835328642574980407e+00,7.458624379115311740e+02
9.822426744702939416e+00,8.467235828196451166e+02
9.695653441694654262e+00,7.262130727514593218e+02
8.037080089669114358e+00,4.417925420385067241e+02
4.117354092685976852e+00,5.773560905156405454e+01
2.475985393958031189e-01,1.245049285139951278e+00
1.394110291558075865e+00,1.224996587618872645e+00
7.951664294077400719e+00,3.606785613552552263e+02
1.225875708820056254e+00,6.065021257095694063e-01
7.615563172423932770e+00,4.060621599690446715e+02
8.155656165990592399e+00,4.244076375797383776e+02
2.514621033522979054e+00,9.360394504457923759e+00
8.814659085712188258e+00,5.554775535842794625e+02
6.562206735054458839e+00,2.488474619663736576e+02
6.433775420369174824e+00,2.057340091513917173e+02
1.823331480691227080e+00,2.021499776962790706e-01
5.868720707953396065e+00,1.631767809389423007e+02
9.057286840085080115e+00,5.961440941888181442e+02
8.921404229566237021e+00,5.628505228081927498e+02
3.755404022268603370e+00,4.865118304411232231e+01
1.363228017581226581e+00,8.178593322528243670e-01
7.011852794981227710e+00,2.498054021730028467e+02
4.980731738830169952e+00,1.004001318410997641e+02
1.107394367405868829e+00,8.804815513599943966e-01
3.049362257306450719e+00,9.446312512352896817e+00
9.681595600008007452e+00,8.396684890388596614e+02
5.983974813837900086e+00,1.462350952517287226e+02
9.523085566465226748e+00,8.364287981516846457e+02
8.847548463395652485e-01,2.665213517491991979e+00
9.887072893066886081e+00,7.735236049229387163e+02
1.245942887631762197e+00,6.368960287053934133e-01
7.708718142566882037e+00,3.977780402458354843e+02
8.925568563043990267e+00,5.546747429904168030e+02
1.360700569484386113e+00,2.010656960234077639e-01
5.725515962401900083e+00,1.117129403640786904e+02
9.371209201051149407e+00,7.916558504475540303e+02
5.161530062142991149e+00,1.042843780854333886e+02
4.231472501498666716e+00,5.732569218187950355e+01
9.247186760727110766e+00,5.539895323011439814e+02
9.083946868957809784e+00,5.996508254923070353e+02
9.469924807737140071e+00,6.793861133894590694e+02
8.759947604564223056e+00,5.550903609073101279e+02
-2.178456945215671015e-01,5.061315457842773036e+00
6.252324073966947893e+00,1.654770941367692387e+02
8.343520459365851849e+00,4.725652256474219257e+02
6.880825550902395449e+00,2.993944213728513546e+02
5.672276543422098971e-01,3.520318978420614808e+00
2.422625389902650195e+00,6.492201140185899222e-01
7.301754929572405572e+00,3.094176444836620590e+02
4.998926079895518626e+00,6.967388171927252927e+01
3.533615331476271049e+00,1.365030656605962278e+01
6.546848757964176535e+00,2.068337626280101915e+02
6.927202945409814738e+00,1.484463918462944036e+02
7.889686160992450681e-01,2.391053818930729324e+00
2.869258523471848399e+00,1.644740679837584096e+01
4.909744376328135651e+00,8.809598588639489947e+01
4.905184883705443255e+00,7.326724062947647553e+01
3.431241452116039703e+00,1.422169122504374705e+01
9.957869476426687072e+00,8.322670818322080777e+02
5.516102235099682893e+00,1.619461355113650143e+02
7.005801963317327186e+00,2.562389224085923161e+02
5.967973951574364833e+00,1.283953040504112550e+02
1.232445437521213716e+00,3.186729219650111244e-01
5.299528003261845477e+00,1.512334305899975959e+02
5.304061817751226648e+00,1.174541699817705762e+02
3.105629861274101788e-01,4.074466586276398239e+00
8.618281153700396047e+00,5.918862634449108100e+02
6.482858849026397863e+00,1.788601527679569756e+02
9.851136871115922844e+00,7.587134788591903316e+02
2.654338731236306703e+00,1.071128311234472363e+01
4.176963237154408759e+00,5.260388922760268571e+01
7.598786320608645006e+00,3.764900561176273754e+02
1.536143849998315325e+00,-3.018998983283219806e-01
4.559572097457373019e+00,6.686651802854768789e+01
7.039767629349942268e-01,4.104101671050427669e+00
3.046933516443660395e+00,9.383591654601216803e+00
5.767281246791807980e+00,1.775981244817409106e+02
5.727744859211438389e+00,1.139753628824251166e+02
8.888647708108985412e+00,6.166927222325064122e+02
9.218268316882959112e+00,6.648635502585987069e+02
4.818321062124021559e+00,6.376201811768095951e+01
1.568318089668364168e+00,3.492978562616018690e-01
6.101200404106064568e+00,2.871024681837940875e+02
7.307489381352002766e+00,2.503313457003780798e+02
8.470615548330620470e+00,4.496902759889630374e+02
1.030076619145439354e+00,1.383778788226499579e+00
7.935222885324753062e-01,7.022098009008127528e-01
2.571876150226592994e+00,1.116225346534923979e+01
6.963359356923575660e+00,2.670071933447075025e+02
9.595006717161403742e+00,7.032081069990197193e+02
4.669535202449513811e+00,8.035175417330742675e+01
6.315954553234241153e+00,2.034646098252966055e+02
9.264296440747761263e-01,5.331952329074722829e-01
3.491341899980219043e+00,2.020659062050922472e+01
4.043988241212536749e+00,4.486200941472460357e+01
1.007635625426696713e+00,4.192423531681113147e+00
8.465591003803394798e+00,5.540339725292377580e+02
6.138688608131234403e+00,1.873926269269991565e+02
2.621137645317113574e+00,7.904575712199954474e+00
5.620527728313917670e+00,1.837940027419956834e+02
6.747462655472691750e+00,2.264521492130365345e+02
1.271757623367830936e+00,-2.581297664564270455e-01
8.213736320994813767e+00,4.488683943827466010e+02
1.006756561572301933e+01,7.843674017436854911e+02
4.868755785020195681e-01,2.069936207869944145e+00
2.765473622361037442e+00,6.128535215546245141e+00
9.500402357049261282e-01,1.227327858871090527e+00
6.880807872822828131e+00,2.474802430994556346e+02
1.693995584567466572e+00,3.239769897694352307e-01
8.100148966903104153e+00,4.065391268202636752e+02
7.944453633000931880e+00,4.494744908833852151e+02
5.182523007284278727e+00,9.618036487120292577e+01
3.085539778257436527e+00,2.506130358498954180e+01
6.960250346838271263e+00,2.835417246690959132e+02
5.024241383996973509e-01,2.229370711983859277e+00
2.705443367160298429e+00,5.850027515815835244e+00
3.764443458578361490e+00,1.800580828987112625e+01
8.668495275008689660e+00,5.152674386704719609e+02
6.888547946338436034e+00,2.456990100432913948e+02
7.263641383583122391e+00,2.640185285389677006e+02
4.418713260751488292e+00,3.305011700262173235e+01
2.985502797049767842e+00,1.480273647853874053e+01
1.895718224953161002e+00,-3.592898011281694393e-01
7.552120465651801950e+00,3.378415927641477197e+02
9.840315548271166834e-01,1.175048662957836276e+00
4.843460129125386260e+00,9.354317886660398074e+01
3.192838867990867691e+00,1.833364441330360606e+01
3.939303117646474561e+00,5.327870113560548049e+01
3.404970587467895271e+00,2.030461664558334789e+01
9.436848342196290318e+00,7.846548968450670145e+02
8.790611185007453088e+00,5.384464273550410098e+02
9.043688796204291336e+00,6.528646063825830197e+02
2.880535490537515564e+00,4.621637647385425041e+00
8.166677040086042894e+00,4.323368956621226289e+02
2.050076636078982162e+00,4.418093672043083231e+00
6.556847831113441494e+00,2.626774541309092115e+02
3.089270488115961832e+00,1.408753920942885962e+01
3.013915313459488154e-01,3.456626629040697729e+00
2.974990854124843764e+00,2.364610151213764055e+01
6.366520949171882826e+00,1.791494906932036315e+02
3.482204878514806978e+00,2.308195372953298374e+01
9.867774014164057306e+00,7.981656269929999326e+02
7.556797633194795694e+00,3.466737547413337097e+02
9.145003438568849674e+00,6.174563157958207285e+02
3.572141064863789683e+00,3.166601043013143624e+01
3.489403252541670719e-01,8.740925873945029068e-01
7.215985156602608086e+00,2.942205146831950628e+02
-5.744491321699574105e-03,2.439518455927076612e+00
8.309840679877380509e+00,5.158422694057936724e+02
7.642206589807125638e+00,3.461145157652680950e+02
3.774176434704160421e+00,2.083873805840049798e+01
7.259796357231813602e+00,2.940074472509459724e+02
2.876234911404937478e+00,7.376227330806759852e+00
8.971746094968675589e-01,3.493194170478702620e+00
2.005893997154999830e+00,1.651597185402430279e+00
2.373659026784134429e+00,1.798384102327927891e+00
6.121709815100034868e-01,3.145275973385506685e+00
8.809235413282010541e+00,6.889517445508988658e+02
1.004005586541461881e+01,8.140448042306171601e+02
6.885111463486168759e-01,4.375286646785104594e+00
3.121344662795582536e+00,1.528663808183872597e+01
3.764226937064907297e+00,1.714889317338712971e+01
3.849420084304860268e+00,2.288757787973126057e+01
4.965216814658269584e+00,9.211074228635384031e+01
5.176340608795930720e+00,9.643141618065698140e+01
9.592930607135301102e+00,7.710751758799983691e+02
8.776000839966517475e+00,6.841443980834119429e+02
6.540460167970605809e+00,2.263285981076848827e+02
6.391329568196293387e-01,1.853124003733114478e+00
6.046465985679147614e+00,1.691541757160566704e+02
4.012279082986094925e-01,3.122358869114745250e+00
5.290188772060856692e+00,1.460965853043330185e+02
8.225216684356221331e-01,9.466911360414973498e-01
5.032036975870906481e+00,7.469578300618631772e+01
3.843483085747274597e-01,1.931870440125954769e+00
5.851085801187107194e+00,1.552698564475303442e+02
6.720970634760702112e+00,3.126672325394835639e+02
3.269552023498556004e+00,2.204092064336076362e+01
9.350171481929267614e+00,7.264376119887019740e+02
9.127031770557024970e+00,6.863177222236938633e+02
-2.443173717747191831e-01,4.256275889014335512e+00
6.344150122107849121e+00,1.886240882378417609e+02
6.419809885168575647e+00,1.794210706518361462e+02
7.465308617828547710e+00,2.947685973292221888e+02
4.740702381024358480e+00,7.485940812290400004e+01
8.577188883046181545e+00,6.101179639345499481e+02
8.825264846562511645e-01,1.825385846091499342e+00
9.291773878867681802e-01,1.925352842971864931e+00
3.353026024390683979e+00,2.449275079945827116e+01
8.664686903274278151e+00,6.139112863994690770e+02
4.824520765580835757e+00,6.381993338204961219e+01
4.931331846249983109e+00,9.396236685883195605e+01
9.888609293149475121e-01,1.183386551883264026e+00
1.209328484982676644e+00,4.040598008641872463e-01
1.001274859762416192e+01,8.440031277462672961e+02
9.725179918783712907e+00,7.700380337934625459e+02
7.316507391189316145e+00,2.780569110074599166e+02
2.531065348686423633e+00,3.356032503353918450e+00
6.458707543712173482e+00,1.982940643172313742e+02
4.272778212145207810e+00,4.218289221970187697e+01
1.170776230420076391e+00,2.380345955917428924e+00
8.651258378622873835e+00,4.589734480808686499e+02
6.570774376238760262e+00,2.458282211036187448e+02
4.865799353326481835e+00,4.753778452755040007e+01
7.952491030152343043e+00,3.974811772068708819e+02
4.023989036622254711e-01,1.664657480338250117e+00
9.223489493730355093e+00,7.314862418356719900e+02
5.782605482814696884e+00,1.744464191521926182e+02
7.509466652651209273e+00,3.137009371207241770e+02
7.241795430865772154e+00,3.997075754623085686e+02
5.148241078969534534e+00,9.490550296825783505e+01
6.087388895935741395e+00,2.275689631767747585e+02
9.498461313376097337e+00,6.307610553748118036e+02
5.288712587105544038e+00,1.046967471869013337e+02
1.626033404793165271e+00,8.076911102932045061e-01
3.727180776054789924e+00,1.068318288525220972e+01
4.853763554858087304e+00,8.864163365143662077e+01
2.872619895489362918e+00,7.618789651212795278e+00
4.949483074007277494e+00,7.107690579733454683e+01
2.577263459394636413e+00,5.345994221000522018e+00
5.981003519945602420e+00,1.612077829147614239e+02
8.032052911909328685e+00,4.422238006461676036e+02
3.298805761917495083e+00,1.503749732970949182e+01
5.079851843964773295e+00,7.842739772270631704e+01
2.334591285831325802e+00,2.248342260383048519e+00
-1.946610207849938101e-01,4.075374604226689179e+00
1.272716519127039758e+00,6.845189391508690324e-01
4.370744146415480036e-01,5.273416510337477270e+00
5.665558812770742136e+00,1.534325990281781742e+02
9.660044964496384168e+00,7.407896970241505414e+02
6.119535499430334369e+00,1.271131718762661365e+02
1.761415780275686238e+00,1.061736957070182064e-02
5.089072322456407171e+00,7.676007386749584782e+01
6.257357566323599407e+00,1.328635173662386535e+02
1.217247918211494362e+00,1.254928600796051397e+00
3.378158967930697809e-01,3.687884367372876948e+00
3.698718736011866959e+00,2.361801056166469692e+01
7.445567479430181379e+00,3.753537121024829162e+02
9.438737945424319209e-01,1.240617538854422275e+00
1.625528522378968610e+00,3.047634930204873305e-01
5.157337389447206988e+00,9.968157130837914792e+01
8.066794832866653664e+00,5.232434266950925803e+02
8.159861381525089996e+00,4.271699012722534121e+02
5.528401150560640964e+00,1.592759768736688955e+02
9.330754596425103742e+00,8.078702619539365060e+02
5.954205553979501353e+00,1.756986460023507561e+02
6.144006803475634548e+00,2.241635961978126090e+02
7.974873657556284634e+00,3.981999273527583796e+02
4.704569513997900465e-01,1.594749416595200531e+00
7.183953755257459051e+00,2.595365655049888574e+02
1.036426727309004647e+01,7.800758138806560282e+02
4.936161847370629907e+00,1.009230045780281984e+02
2.225100697880086908e+00,9.805831990669098275e-01
5.383221226482720390e+00,1.110650077624999597e+02
3.628921153778177366e+00,3.252019681055190858e+01
1.506273257423645484e+00,5.674360209196145366e-01
1.009238454146809083e+01,8.545976139628891133e+02
5.409818325448713772e+00,1.157315160745333884e+02
6.599391066202070277e+00,2.344794279527056915e+02
5.598850388569939440e+00,1.334432747539722470e+02
8.238484101530186621e+00,5.050966558915517339e+02
1.006244894397279310e+01,8.241125929008023832e+02
8.987709896282542132e+00,6.337403142610271516e+02
2.553970676058761935e+00,5.792984060697359716e+00
3.191495847739101777e+00,1.563636594969210414e+01
8.055744525217496843e+00,3.321910736092306706e+02
6.468334320130918691e+00,2.905159647004016961e+02
6.279069249123313767e+00,1.600040677820168469e+02
3.919336839540634276e+00,3.380950016993940466e+01
8.638910503007933173e+00,5.637218924847534254e+02
9.508489028079941008e+00,6.790161801212169621e+02
9.260203217383445207e+00,6.397580664069691920e+02
2.140169687869967419e+00,3.105487120870090489e+00
9.614459933756869248e-01,1.053993854896117632e+00
8.621341670532929768e+00,5.408027435573752655e+02
5.845175777483229140e+00,1.355628632141192327e+02
8.182429984056886596e+00,4.609713382025634587e+02
3.812372632575961706e+00,2.099935839305471674e+01
4.567419145175601880e-01,3.795950066043477733e+00
1.048060523839670388e+01,8.578522115149469300e+02
9.993426158390571246e+00,7.679866526120173376e+02
3.109300550136121721e+00,7.393789038785972600e+00
5.523841891284740235e+00,1.170582593690141664e+02
8.368568187061054431e+00,4.600457632625514179e+02
3.323036501122513808e+00,1.161431662903446949e+01
2.140631144553304832e+00,5.771564451260681849e+00
1.911208464821807285e+00,5.250970748459329318e-01
8.392199264842806983e+00,4.939581512394972833e+02
9.839545499636431103e+00,8.217967955693167141e+02
7.119726450774020998e-01,2.253806604673814551e+00
4.688930433247858076e+00,8.777035881867135458e+01
3.333785088442222655e+00,1.656009335147000527e+01
5.575869562929059775e+00,1.196186152794711575e+02
7.590821193208381779e+00,3.632377885617609081e+02
7.531632280398754986e+00,3.759304480876980961e+02
7.046785825469420672e+00,2.482752287018680590e+02
4.720450843097934168e+00,7.730955944709464234e+01
1.560375434805192918e-01,3.625982512460186324e+00
8.292451450446371553e+00,5.711235539707250837e+02
5.910928769079631273e+00,1.393663942332190686e+02
9.547697358834410508e+00,7.033954126179618243e+02
-1.274197220882084813e-01,4.516401708375054724e+00
5.905642007447907460e+00,1.422902804353218471e+02
6.306330014166016795e+00,1.894456435725878976e+02
6.569667897655644406e-01,2.262312736513293121e+00
1.104430852433246457e+00,1.972364298076459965e+00
4.291095899701455885e+00,3.860792490213112416e+01
8.952833691097890068e+00,5.350121720461645509e+02
3.113072094179232252e+00,9.990316270754135530e+00
4.814632184671382986e-01,1.156555008546633179e+00
4.225270198703598545e+00,3.984618431449209197e+01
7.751097552095257193e+00,3.824681477814885966e+02
6.612039063210672918e-01,4.440390399970882918e+00
8.142605893761203362e+00,3.995106252378844260e+02
5.970160637927021341e+00,1.526774539526311969e+02
7.627704157642633653e+00,3.252545925017500394e+02
7.827660857575237330e+00,5.061072243180371970e+02
5.405414118191200323e+00,9.511511039114984101e+01
9.402504202597970817e+00,6.294344726026727130e+02
5.393847128269937841e+00,1.349383371861966907e+02
5.075164471413271094e+00,1.310687650771112658e+02
1.172726953779435810e+00,2.704457101729940582e+00
6.294212004708805708e+00,1.421183738677384270e+02
4.549775440609045596e+00,5.545444777063030983e+01
9.728461652188142850e+00,7.665728835499522802e+02
2.336494138754145578e+00,2.019462584647230496e+00
1.215813263019557278e+00,1.317801355568308797e-01
3.064208554959578112e+00,1.163190420461865848e+01
3.681870123972697861e+00,3.751649504414349678e+01
1.992409706162281191e+00,1.053824032573054348e+00
7.157329040531372755e+00,2.824385723764868885e+02
4.145765464821261403e+00,5.196113075501936862e+01
6.641746401913769304e+00,2.440428600627579669e+02
5.247345401248552754e+00,8.346069172010885495e+01
4.141415541602281536e+00,4.036170612864818708e+01
4.610837674343502002e+00,7.558115745457313039e+01
1.689481567753300606e+00,6.724465656864306862e-01
4.327420323133480018e+00,6.216081839669981690e+01
8.059334581465016356e+00,4.034684149166469638e+02
8.285209387524519187e+00,4.922239981689373280e+02
7.376432882973009697e-01,2.532752671909499931e+00
6.087643027183545108e+00,2.114103208419097939e+02
2.281810591094157736e+00,2.285226090731590887e+00
8.640280543258210599e+00,5.524183387922074644e+02
6.767535219751428244e+00,2.492766803545183905e+02
2.858058371460848068e+00,1.190776979749312758e+01
7.579498087422853914e+00,3.396157655752155620e+02
3.953724213035854085e+00,4.594383719024146728e+01
4.105464818009582295e+00,3.726119429660396065e+01
9.347876377278044657e+00,6.254949413495775161e+02
6.593504584319014761e+00,2.003862618657810515e+02
2.763632127718708809e+00,6.792711589838749120e+00
5.995587947522540873e+00,1.450072278657989386e+02
1.040554988387989255e+01,7.519666591876839448e+02
7.912020905610458676e+00,4.514915123912192030e+02
1.384678000705885204e+00,8.021619429802080425e-01
3.490273741602661239e+00,1.173846294176409799e+01
1.009469768064276529e+01,7.825966231086368907e+02
3.750788500326720509e+00,2.749874391714791955e+01
1.444429607600327126e+00,8.851544715792535323e-01
2.726174078922933841e+00,3.001806959745175529e+00
1.879238970146025922e+00,4.690770900603971505e+00
8.858734612968802935e+00,5.664436358330668781e+02
3.412419893658555026e+00,2.722669729074725709e+01
1.324652476761381203e+00,1.092063514381478972e+00
1.643717588016646136e+00,1.192221454999381924e+00
2.346029926956241241e+00,2.268311596594919433e+00
3.009713906910930437e+00,2.054326975124297405e+01
9.003528965774282966e+00,6.667869085697770970e+02
4.482790096489575937e+00,5.734366490447561659e+01
2.085726501838984781e+00,3.837401435475173539e+00
5.613278787982269868e+00,1.099651563216285979e+02
5.629684158967599217e+00,1.436830998471866110e+02
7.641528954448946642e+00,3.466971882686785875e+02
8.768292553169009906e+00,5.334764690228039399e+02
2.986456564140784753e+00,8.029832686207445391e+00
7.699296835587090548e+00,3.030157105980439383e+02
8.272861617729837524e-02,2.741362080387954592e+00
3.077481979077037355e+00,2.262985847465681744e+01
6.375700775964697087e+00,1.494661224147557732e+02
7.343522042336279476e+00,2.476747468890175412e+02
2.340082796471080862e+00,6.684902073810741197e-01
7.119043892691842679e+00,2.775639268878908297e+02
6.041946831686766828e+00,1.672252184420977130e+02
3.410547766587996854e+00,1.342301768937616480e+01
9.812348021396072539e+00,6.677697616417600557e+02
8.993803898053354118e+00,6.594838671007912581e+02
9.284922168775210594e+00,8.378322217608089204e+02
5.607332282615661079e+00,1.413344649639399790e+02
3.252146476345211479e+00,1.597880447312011931e+01
8.014245972713286648e+00,5.588028907659269180e+02
4.566894470198006317e+00,5.629718811801119926e+01
3.438925585132428520e+00,2.038665837903476685e+01
9.678260639523039721e-01,7.566151295836422985e-01
1.908797508381903762e+00,5.218126980032009588e-01
9.956084330734913834e+00,7.527113526470127454e+02
4.299526093791953940e+00,6.232360708028495822e+01
7.547688216056014809e+00,2.842635212680058885e+02
2.286130420214173231e+00,2.795347355722527016e+00
5.700404110835902927e+00,1.051458624848963694e+02
2.050260587826701286e+00,2.466430806102192008e+00
1.687285409353780130e+00,8.193544072673393242e-01
6.610671115107995988e+00,2.137904875474924324e+02
3.496136897940922861e+00,1.725820468980270306e+01
4.607701660972292057e-01,3.886542704071464183e+00
2.893688917111441494e+00,2.005286088563811120e+01
8.436913080484874428e+00,5.615550871226059826e+02
2.536287370096068194e+00,1.001311087997082616e+01
8.144237802212293431e+00,4.848676798063597744e+02
9.926956089623377721e+00,8.370029943600842444e+02
8.382000520641046393e+00,5.291535524009196934e+02
5.289906817370426673e+00,1.526897381814406458e+02
3.439019439806835443e+00,1.312762966731274439e+01
7.355322845590869463e+00,3.897428764335302276e+02
4.917183454353002858e+00,6.671796028998679162e+01
6.757387609442510268e+00,1.805916411593225632e+02
2.886715847937817436e+00,1.195138222692310492e+01
3.486636233588994216e+00,1.470033420932044343e+01
9.232890679292852454e+00,6.629358095781449265e+02
7.631537205339411933e+00,4.085842212098576738e+02
1.750482921854173535e+00,9.256159111831152586e-02
5.117884284922053162e+00,9.630914640263996773e+01
7.547203176126462409e+00,3.251680973984006755e+02
1.502315420622676312e+00,6.816706168839232749e-01
1.170138025135912807e+00,7.492869623561744241e-01
9.042557881498046513e+00,5.222458191390029469e+02
2.670845851541584270e+00,2.403372121491783808e+00
7.938404398602993517e+00,3.597078632731706875e+02
8.852099705406883956e-01,2.683257395181582794e+00
6.716053906394512829e+00,2.206435464612419253e+02
4.490983799463463377e+00,4.988752566960639001e+01
1.923908888957694963e+00,4.156634162092131546e-01
8.877452910282501719e+00,5.390754259317989181e+02
8.639143093940313989e+00,6.422807088818345846e+02
6.104863806661551706e+00,1.330428863796674648e+02
1.722387025534935390e+00,1.910010898822130487e+00
4.822742161517217241e+00,6.608607599935993449e+01
7.615487561071654810e+00,4.234842547552526639e+02
3.647634915813650736e+00,4.105106056667517578e+01
6.699620533306296366e+00,2.725826388006863681e+02
8.632204311401597607e+00,4.965286261717977823e+02
9.154953909303708670e+00,5.920505756586147754e+02
4.821498693141517577e+00,5.664948599376334926e+01
4.832593165751283060e+00,8.701728908947498553e+01
8.016957466296670276e+00,4.000850319271605713e+02
5.323235356675347363e-02,4.204421389459354508e+00
7.454684066314417379e+00,2.975222323192703016e+02
9.302503557296838699e-02,4.394208800004992810e+00
5.883472526224769794e+00,1.239883367376327215e+02
2.124103925388720615e+00,3.834125389675067663e-01
8.003625387621344345e+00,4.499845431380989567e+02
6.651815699145010363e+00,1.778439982530467489e+02
7.463135091220312045e-01,3.647070444178008408e+00
8.231021547708555985e+00,5.101883182124120708e+02
1.452202126876295463e+00,2.426551197293438378e-01
6.328496668591068186e+00,2.766033425703182616e+02
6.050935904737971605e+00,1.606598804677671808e+02
7.295819538284764150e+00,3.265400582852716411e+02
4.654727856425873611e+00,7.622959449477120586e+01
4.210388299225791719e+00,5.312714893781269154e+01
6.881164086189451190e+00,3.096003902747808070e+02
7.562647963479758317e+00,3.823072182926990763e+02
8.026533157910056282e-01,9.726035251783503588e-01
6.526370668187154500e+00,2.042480928633967494e+02
7.570820333151698556e+00,4.331546823693703914e+02
1.147090900191897883e-01,4.612281862965696533e+00
7.111059015053551313e-01,1.007792587959671193e+00
3.094920451744597401e+00,2.134282895783077549e+01
8.001150519736283329e+00,3.840593878382385924e+02
3.967125765218139755e+00,3.347188829709711655e+01
6.846906110373183196e+00,2.432043876459412672e+02
5.352755991128829827e+00,1.075446531763257525e+02
8.529082312703472724e+00,4.903387217172843862e+02
1.157191717801997921e+00,1.842043483141220239e-01
5.369749425791435549e+00,1.021809045165537100e+02
5.964732177381995903e+00,2.173260116392773398e+02
5.908220303731245515e+00,1.661874296706725431e+02
9.670920398089732917e-01,2.005659696396052905e+00
4.957549874583453864e+00,5.731564462814390026e+01
1.029569579149118930e+01,8.139415809045533479e+02
6.094490419874303733e+00,1.606649461330349311e+02
5.718097120175871240e+00,1.601763323851261589e+02
8.294979343876907052e+00,4.703316092311013108e+02
7.227627066774753750e+00,3.303928590860377312e+02
1.313886097719731083e+00,-3.920605123097959943e-01
3.529228804698063993e+00,2.759906208305581643e+01
2.528330591286183981e+00,4.010092074442266785e+00
-1.262332941206777415e-01,4.980589542949790172e+00
9.796040121216222474e+00,8.612357447925354563e+02
3.605991701182587050e+00,4.227110708114594217e+01
9.523190700930680208e+00,7.716021179811714319e+02
3.925991079061419420e-01,3.454535312997307983e+00
2.843528258400324749e+00,1.127096668255608591e+01
8.091084195401595736e+00,4.568881593607575269e+02
4.459624783466267672e+00,4.565833182921922884e+01
